userName,score,reviewCreatedVersion,at,replyContent,repliedAt,content_clean
L 123,1,11.13.0,2025-08-31 17:36:05,,,"eh ini kenapa ya sering banget tiba-tiba keluar sendiri pas mau upload cerita bergambar 😔, ga bisa upload chapter bergambar wehhhh, sedih banget"
Ananda Nnda,1,,2025-08-31 17:26:27,,,"tidak terhubung ke jaringan padahal wifi lancar lancar saja, tolong diperbaiki."
Purnama Nasution,1,11.11.1,2025-08-31 16:45:51,,,kok halaman offline ya cuman 2 biasanya kan 25 kok sekarang makin sikit banget ya. ubah seperti biasa nya makin lama makin lama makin anehh nihh aplikasi. maaf aku kasih bintang 1 dulu kalo halaman offline udah balek kayak semula baru aku kasih bintang 5
Hafidzan Palupi,3,,2025-08-31 16:45:40,,,banyak iklan jadi gk nyaman
Nesya Alfiyathulnissa,1,11.13.0,2025-08-31 16:39:38,,,ini kenapa sekarang wattpad cuma bisa menyimpan 2 cerita offline!? dimana 23 lagi? kita harus bayar kah!!! tolong lah kenapa jadi cuma 2 cerita? bagaimana jika orang tersebut sedang tidak punya data/kuota? tolong sadar!!! jika begitu terus siap-siap apk ini akan di tinggal orang!!!
Mona ramadhani Ramadhani,5,11.13.0,2025-08-31 15:42:59,,,bagus banget
YUSPA DIAN APRILIA,3,11.13.0,2025-08-31 14:56:52,,,"tolong bgt dahh ni wp kenapa ya tiba² perpus offline nya cuman 2 limitnya, seharusnya kan 25 apa cuman wp gw dahh, trs sering keluar akun sendiri, mau login lagi jg susah tolong di perbaiki yaaa"
Nur Ainun,3,11.13.0,2025-08-31 14:56:27,,,agak kaget begitu abis update. kenapa sekarang ngga bisa baca offline? atau lagi nge-bug? mohon ditinjau lagi
Arina Ivada,5,11.13.0,2025-08-31 14:54:42,,,"baguss bgtt apk nya, btw maaf bru nge rating sekarang"
najwayulianadewiwawa najwayulianadewiwawa,1,11.13.0,2025-08-31 14:10:06,,,ni wattpad napa dah masa bisa baca office ny 2 cerita doang
Aliya Ramadhani,1,11.13.0,2025-08-31 14:09:33,,,setiap mau baca wattpad pasti harus login terus setiap harinya dan login nya setiap malam doang kalo pagi sampai sore tidak ada masalah apapun tapi kalo malem harus login ulang. semoga cepat di perbaiki.
Zaira Raissa,3,,2025-08-31 14:08:32,,,"lagi seru-serunya baca tiba-tiba error katanya "" coba cek jaringan anda "" padahal aku lagi pake wifi dan aman aja aku buka aplikasi lain bisa, jadi aku hapus ya kan dulu eh pas mau daftar nya pas mau pake akun google malah gak bisa lagi katanya "" coba lagi nanti (16). "" terus aku coba beberapa kali masih gitu aja, itu maksudnya apa??? mohon di perbaiki!!"
Kaka Putri,1,10.39.0,2025-08-31 13:49:20,,,"kambing apaa apa berbayar sekarang ,udah cukup iklan aja sama cerita yang premium ,kok sekarang yang offline haya 2 limit nya"
Habibah Nur Rahman,5,,2025-08-31 13:29:58,,,bagus 😙
Tasya Dosantos,1,11.13.0,2025-08-31 12:50:35,,,knpa di perpustakaan aku yang ofine kan cuman 2 pas mo nambah disitu tulisanya udah penuh padahal baru dua
gracevia renata purba08,5,,2025-08-31 12:16:45,,,"seru juga pakai wattpad dan baca nya bisa gratis juga cerita nya juga asik"" semuaa suka banget deh😍"
Bai Zhuan,1,11.13.0,2025-08-31 11:29:43,,,"sangat buruk, masa pakai wifi gak bisa? ubah seperti dulu aja. kalau fitur upgrade an nya merasa belum stabil. jangan di upgrade dulu. fitur belum sepenuhnya stabil main upgrade aja developer. gk berfungsi download wattpad tapi make wifi aja gak bisa? wifi sama kuota itu sama sama internet loh! kocak emang developer nya. kalau dah di perbaiki gua kasih bintang 5. dah ntu aja"
ijahismaya Maya,1,,2025-08-31 11:12:45,,,gabisa di download
Theara Alfayra,2,11.13.0,2025-08-31 10:54:10,,,"jujurly sedikit kecewa sama wattpad sekarang ╥_╥, saya tidak bisa meng update cerita lagi dan aplikasinya sering keluar sendiri juga terkadang ngebug"
Rhehanna Aulia,5,11.13.0,2025-08-31 10:01:56,,,bagusss bangettt ihhh
Ay Chan,4,11.12.1,2025-08-31 09:05:15,,,"wattpad udah gak seasik dulu, sekarang bahkan di mode offline ada pop up iklan"
Naya Amelia,1,11.13.0,2025-08-31 08:38:44,,,"jelek bngt anjir hrus ada update an trus tiap bulan, mana ada aja gangguan"
Neneng Triss,3,11.13.0,2025-08-31 08:13:36,,,"wattpad demi apa iklannya gak masuk di akal.. gak selesai-selesai iklannya, baru buka udah iklan 3-4 iklan.."
Sinta Riana,5,,2025-08-31 07:38:07,,,bagus bgt
Habibah Bibah,1,11.13.0,2025-08-31 06:32:20,,,"apa apaan, udh make wp dari tahun 2019 oke oke aja tuh, nape sekarang² error mulu katanya gada internet, padahal wifi nya lancar, data juga ada kuotanya, kok gabisa dibuka sih.. tolonglah perbaiki."
Putri Maesaroh,4,11.13.0,2025-08-31 06:09:38,,,"iki kenapa lagi sih wattpadnya, pas ku buka bagian halaman depan malah ada tulusan tidak terhubung ke internet, padahal wifi sama kuota juga lancar loh sinyalnya, tapi kenapa malah gak bisa, tolong di perbaiki lagi🙏🏻🙏🏻"
chairani rani,5,,2025-08-31 06:08:38,,,bagusss bgtttt
Nazira,4,11.10.0,2025-08-31 05:45:43,,,ya gitu doang
Nayla Nuraini,5,,2025-08-31 05:13:45,,,kerennnnn ceritaaanyaaa
Helena Situmorang,5,11.13.0,2025-08-31 05:10:34,,,good
Senhorinha Pereira Goncalves,5,,2025-08-31 04:45:51,,,bagus sekali
dwiptriaulia28,5,,2025-08-31 04:20:19,,,"jujur demi apapun ini apk yg paling jadi fav di hp ku, selain bisa baca novel gratis di apk ini ak juga bisa membuat cerita karangan ku sendiri luvvvv banyak-banyak buat apk ini dehh🤍🤍🤍🤍🤍"
Uus Saja,3,11.13.0,2025-08-31 04:17:18,,,"halo, kenapa aplikasinya susah banget buat buka notifikasi update cerita terbaru? selalunya log out terus. diperbaiki lagi ya"
nahira,1,11.13.0,2025-08-31 02:58:30,,,kok perpustakaan cerita offline jadi 2 perasaan kemarin 20 lebih deh.. balikin lagi dong
lisa geulis,4,,2025-08-31 02:47:49,,,"gatau kenapa wattpad nya sekarang banyak iklan, setiap selesai baca bab 1 iklan, selesai bab iklan, tolong ya, kurangi iklan nya, iklan nya ganggu banget pas lagi baca seru"" nya🙏"
Kue putu Pandan,1,,2025-08-30 23:59:28,,,"ini wattpad kenapa sih, beberapa cerita yang ku simpan kok tiba-tiba hilang. padahal cerita itu seru, kemarin aku simpan novel lord of the mystery yang terjemahan hilang gitu aja. tolong di kembalikan dong.... aku belum selesai baca.... nemu cerita yang udah di terjemahin itu susah, padahal dulu gak ada kejadian kayak gini lo.... lama-lama wattpad aneh...."
Mila kencana,1,11.13.0,2025-08-30 23:53:35,,,"kenapa sih sama wattpad kok ada tulisan tidak terhubung internet, jaringanku aman loh padahal tolong di perbaiki segera ini"
Talita Naswa,1,11.13.0,2025-08-30 22:50:19,,,"ini wattpad kenapa ya abis update malah ngebug gituu di halaman utama tertulis tidak terhubung ke jaringan padahal abis ngisi kuota jugaa dan di pencarian ku coba buat cari cerita juga bisa kok tapi kenapa selalu ga terhubung ke jaringan teruss di halaman utama nya. trus kenapa tiba tiba ada tulisan ""perlu login kembali"" padahal akun ku ga keluar kok masih terhubung ke wattpad nya."
EL XRay,1,11.12.1,2025-08-30 21:06:21,,,"di update bukannya tambah bagus malah tambah jelek ...mending balikin watpad yg dulu ja ga usah update,banyak iklan,mau masuk ja lama cuihhh"
Rizki Alwanda,1,11.13.0,2025-08-30 19:43:49,,,"cerita novelku di draft tiba-tiba hilang, padahal aku tidak menghapusnya, barusan aku mendapat ide dan ingin melanjutkan bab selanjutnya, tapi malah hilang, aku tidak bisa menerimanya. kembalikan ceritaku di draft, aku sudah bekerja keras untuk membuat cerita itu."
Mita Peronika fransiska,4,11.13.0,2025-08-30 19:25:16,,,bagus cuman banyak iklan
Alexandra Anggraini,3,,2025-08-30 18:34:38,,,ini gimana ya? kok tidak bisa lagi login wattpad nya? ada masalah apa ya dengan wattpadnya? padahal udah pake wifi atau data masih ga bisa?!
Annisa a.z,3,11.13.0,2025-08-30 18:32:50,,,"bagus, banyak cerita bagus tpi gatau knapa kadang suka eror di saya seperti cerita offline yg tidak bisa dibaca offline, dan kadang harus masuk ulang. apalagi sekarang banyak banget iklannya, satu eps satu iklan. ini sekarang malah ga bisa masukin cerita ke perpustakaan, keluar sendiri dll. kesel batt plissss"
Dini Crb,5,,2025-08-30 16:24:46,,,"aplikasinya bagus aku udh lama pakai aplikasi wattpad ini dari 2018 sampe sekarang, tapi sekarang mah banyak banget iklannya apalagi iklannya judol lagi. tolong perbaiki lagi aplikasinya kalo mau ada iklan ya gpp asal jangan judol lah, sama jangan dibanyakin iklannya jadi keganggu kalo lagi baca."
mutiaradwiagus,3,,2025-08-30 16:13:22,,,kenapa saat iklan nya banyak bgt taiiii
Abdullah Shaleh,1,11.13.0,2025-08-30 15:29:15,,,gw udah 5x nge download ni aplikasi tapi kaga bisa juga
Firma Amelia Kusuma,3,11.13.0,2025-08-30 14:51:27,,,"udah pakai aplikasi ini sejak 2020, suka banget sama aplikasi ini jarna mudah digunakan. tapi sekarang makin banyak bug, tolong diperbaiki. apalagi kan sudah banyak karya yang berbayar, jadi kalau terlalu banyak bug, khawatir banyak pengguna yang beralih ke apk lain"
sahara raihana,4,10.76.1,2025-08-30 14:42:21,,,bagus sekali!
Wwinter minjeong,1,,2025-08-30 13:10:42,,,"woi perbaikin napa nih apk, eror mulu dah internet udah kenceng juga masih aja katanya tidak ada internet😑😑"
Faradilla Agustina,5,11.13.0,2025-08-30 12:47:36,,,"bagus, sudah lama pakai, dan tetiba di suruh login. ini maksudnya login nya lewat apa?, atau perlu di uninstall? trs di install ulang?, mohon respon cepatnya, sudah minta bantuan, tapi tidak di tanggapi."
Naya Putri,3,11.13.0,2025-08-30 12:46:18,,,kata sandi nya apa?
Gilang Ilham Nugraha,2,11.11.1,2025-08-30 10:47:58,,,"kebanyakan iklan trus banyak cerita yg tiba"" diapus"
Azzam Faiz Nur Ubaid,5,11.13.0,2025-08-30 10:35:59,,,seru... ya... bagus aja sih rekomen banget ya btw buat yang suka baca novel
Afika Yustitiaangelia,5,,2025-08-30 10:12:54,,,luv banget sama apk ini
Sooji_soo,2,11.4.0,2025-08-30 09:40:29,,,aku kasih bintang 2 karna kesel
Muhammad Alvero,5,,2025-08-30 07:35:03,,,seru
Yulia Trinanda,2,11.13.0,2025-08-30 04:45:59,,,wattpad ga bisa masuk kenapa sih? padahal email dan kata sandi ada tapi pas masuk malah keluar lagi😓😓 ngebug banget
Siti Ayu,3,11.13.0,2025-08-30 03:16:12,,,terlalu banyak iklan dan tiba-tiba suka kembali
Dinda Lis,1,,2025-08-30 02:54:34,,,makin menjadi jadi
Agnia,2,11.13.0,2025-08-30 00:50:18,,,"aneh, wifi data lancar, dipake internetan lancar, tp gatau kenapa ini wattpad gabisa dibuka, selalu gagal, tidak bisa terhubung ke internet, jadi gabisa baca apa apa, padahal waktu awal download itu bisa, dua hari setelahnya gabisa, tolong diperbaiki."
Maulilida Rahmawati,5,11.13.0,2025-08-30 00:43:08,,,"tolong dong, ketika saya ingin membaca salah satu cerita yang up, saya pencet malah kembali ke beranda..."
Siti Sakinah Salsabila,5,11.12.2,2025-08-30 00:18:41,,,"sukak banget, banget. tapi makin kesini makin aneh?, kan saya sudah punya akun, sudah log in tapi pas saya mau vote cerita katanya saya gak log in, padahal akun wattpad saya di hubungin kok ke akun google saya. tolong diperbaiki lagi ya"
Kafa Kafa,4,11.13.0,2025-08-29 21:44:13,,,aplikasi sudah bagus cuma minusnya tu di ceritanya padahal ada yang di lindungi tetep aja di translate jadi kebanyakan novel tl gak di selesaikan kurang pengamanan
Iyar Tuti,2,11.1.0,2025-08-29 16:48:53,,,makin hari wattpad makin gak jelas. sering bngt error
Arsyla Chilla (Cila),3,11.13.0,2025-08-29 15:16:40,,,"padahal udah lama banget pakai wattpad meski gonta ganti akun, tapi sekarang kenapa wattpad susah dibuka, loading lama apalagi kalau pakai wifi kadang bilang tidak ada jaringan yang mana jelas wifi tersambung..."
Dede dzulaeha Zuleha,2,11.13.0,2025-08-29 14:45:31,,,kenapa wp sekarang sering gangguan
Andi Roman,5,11.2.1,2025-08-29 14:34:41,,,bagus
Widi,1,11.13.0,2025-08-29 13:07:01,,,lu iklan boleh ya anjay tp gk iklan judol juga lu masukin elah segininya bngt pengen dpt duit 😒
Karisa Adrianis,2,,2025-08-29 12:50:19,,,"setiap habis dihapus trus di download lagi pasti gabisa masuk, padahal ada tulisan anda sudah punya akun mau lanjutin lagi tapi gabisa dipencet pencet muak smpe jari pegel dari tadi pencet pencet gabisa,tolong lh saya jadi susah ini saya pengin lanjut baca crita.menyusahkan"
Karin Gustira,5,10.68.0,2025-08-29 12:39:19,,,"sangat amat baguss kerennn, gokill boyyy"
Kia Lakeisha,5,,2025-08-29 12:37:09,,,pokoknya the best bgt dehh
Linda Lincaa,3,11.12.2,2025-08-29 12:00:41,,,mohon di benar kan lagi banyak error nya saya udah pake dari zaman covid jadi lebih suka fitur-fitur lama gitu saya rate bintang 3 dulu
Gadis,4,,2025-08-29 10:39:44,,,"draft aku hilang mulu, bahkan cerita yang udah aku up juga hilang.. harus login aku lagi padahal aku udah login kan kesel.. capek buat cerita tapi malah hilang gitu aja, tolong dong lebih diperbaiki lagiii😭🤧🤧"
Zea Zea,5,,2025-08-29 07:47:43,,,baguss cuma yaa...h kurangin iklan
jouice manggak,5,11.13.0,2025-08-29 07:22:15,,,aku suka bangett
Farisa Camelia,1,11.13.0,2025-08-29 06:17:14,,,ini kenapa susah banget buat login? gak sekali dua kali kek gini terus
Ana Cans,2,,2025-08-29 05:50:41,,,aplikasi ini tidak bisa terhubung jaringan padahal udah di update
Dzakira Talita Zahra,5,11.13.0,2025-08-29 05:03:10,,,bagus tapi pas mau masuk nggak bisa ngelag jadi mohon ceritanya ditambahin ya
Ajeng Mira ratu dewi,2,11.13.0,2025-08-29 04:53:34,,,terus keluar secara otomatis sendiri.... giliran mau masuk ke akun lagi susah
Rizka Nur aulia,5,11.13.0,2025-08-29 04:02:55,,,"tapi kadang ² g bisa dibuka, tp suka bengettt apk nya"
Sulastri Putri,3,,2025-08-29 03:44:01,,,"kenapa akhir-akhir ini sering log out sendiri padahal aku pengguna lama, tp makin kesini malah error terus"
Dwiwanti Afifah,5,11.10.0,2025-08-29 02:34:44,,,"baguss aplikasinya tapi kok pas di simpen draf, cerita yg udah diedit hilang ya? 🥹 itu bikin harus mikir lagi 😭"
Gadis Kotakembang02,4,,2025-08-29 02:02:13,,,semoga makin banyak novel terjemahan yg bagus2 dan artiannya bisa dimengerti sesuai alur cerita juga tamat banyakiin. ovel terjemahan ya
Firda Balqis,1,11.13.0,2025-08-28 18:58:15,,,"setiap baca cerita yang lagi update di pembaruan pasti balik lagi ke halaman utama ribet banget harus bolak balik, update-an nya jelek banget. di update bukannya malah bagus malah tambah nge bug+jelek. balikin versi wattpad yang lama!!!!"
Hanisa 1506,1,11.13.0,2025-08-28 16:30:47,,,"aku pengguna setia wattpad dr tahun 2016 tp makin kesini performanya jelek bgt, iklan lebih dari 1 bahkan 5x iklan dalam tiap ganti bab, sebenernya gak ada masalah sama iklan tp yg wajar2 aja kaya tiap bab 1x iklan masih oke meskipun 30 detik, ini uda 5x iklan setiap iklan nya 30 detik."
Zahera Putri,5,,2025-08-28 16:04:16,,,a fun aplikasi
Melsa,1,11.13.0,2025-08-28 15:21:12,,,ini kenapa cuyy kok sekarang wp aneh ga bisa baca of lagi
suci ramadhani,2,11.13.0,2025-08-28 15:04:56,,,"cinta bgt sama wp but ini yang bener aja cuma bisa 2 cerita klo offline harus premium biar bisa banyak, kecewa bgt sebagai pengguna wp dri smp sampe kuliah💔(kikir bgt lu wp, ga bersyukur)"
fitriyani 0704,5,11.13.0,2025-08-28 14:49:05,,,"saya suka banget sama wattpad...udh baca wattpad dari 2019...tapi yg bikin agak heran tuh kenapa ya sekarang daftar bacaan offline nya cuma bisa dikit, makin di update makin dikit daftar buku di perpustakaan yg bisa d baca offline. klo baca online tuh gk nyaman, suka banyak iklan. klo gk mau ada iklan ya harus premium dulu hmm"
Himmatul Ulya,1,11.13.0,2025-08-28 14:47:48,,,"nyesel banget update nih aplikasi, makin di update makin ancur"
Nada Azrina,5,,2025-08-28 14:18:37,,,suka banget sama cerita-ceritanya❤
v libra,1,,2025-08-28 13:48:37,,,"byk iklan, byk penulis karbitan, tolong disurvei lagi penulis nya"
Nur Hajizah,5,,2025-08-28 13:47:24,,,apk yg bagus untk para kaum gabut contohnya seperti saya 😂
Nadhifa Aishadianto,3,,2025-08-28 13:20:02,,,🤍
Pengguna Google,2,11.13.0,2025-08-28 13:17:15,,,"gimana ini, saya gak bisa login ke akun saya. setiap kali login selalu coba lagi nanti."
Diana Fransiska,2,11.13.0,2025-08-28 13:03:21,,,"pantesan, ratingmu makin turun!! selain ceritanya banyak yang gak bagus, beberapa bagian cerita juga malah dipangkas seenaknya. dikira gampang kali nulis cerita tuh, hah?! capek tahu mau nulis ulang lagi!! jangan kek gitu lah!! hargai usaha kami sebagai penulis, menuangkan ide menjadi sebuah tulisan itu sulit!! terus, mau update juga malah dipersulit!! masa kudu keluar-masuk aplikasi dulu, baru bisa update."
Jake Sim,1,,2025-08-28 12:20:35,,,makin banyak iklan sekarang
wening tyas,1,,2025-08-28 12:16:00,,,"overall gw pake wp dari 2016 jaman akhir smk sampe skrng, makin kesini makin parah, sumpah! 😶"
Eka Reva,5,11.13.0,2025-08-28 11:39:10,,,bagus sih dari awal pakai nih apk tapi kok makin d perbarui makin agak agak yah mana iklan nya jadi ada d setiap mau ganti bab baru. tolong di perbaiki lagi 🙏🙏. baru pas mau baca cerita yg baru di up malah kaya mau keluar dari apk perasaan kemarin kemarin nggak tali semenjak d perbarui terakhir malah jadi kaya gitu. tolong admin atau siapapun yg punya nih apk 🙏 tolong banget kalau bisa d kasi kembali jadi kaya dulu lagi 🙏 sekarang jadi males bacanya kalau begitu terus. terimakasih 🙏.
Safina Rizki Aulia,2,11.13.0,2025-08-28 11:36:57,,,"kebanyakan iklan,suka tiba² ke browser sendiri padahal nggak mencet apa²,padahal dulu pas pernah download nggak kayak gini deh,terus juga loading iklannya lamaaaaaaa bangettt adahal jaringan lancar jaya"
Oumar Baqrie,1,,2025-08-28 09:21:36,,,udah login malah out sendiri mau login ulang malah gak bisa
Ai Sulastri,4,11.8.0,2025-08-28 07:23:56,,,kak maaf tolong perbarui di aku gabisa masuk katanya ada bug huaaaaa aku jdi gabisa baca novel² lanjutan kak tolongg😭😭😭😭🙏🙏🙏
Fatimah Az Zahra,2,11.13.0,2025-08-28 07:12:06,,,wp ayo dong perbaiki!!
Zulita Sari,1,,2025-08-28 06:50:23,,,bagus sih tapi knp iklan mulu g kaya dulu ngeselin sih dulu iklan g ada sekarang tiap eps ada wp knp sih
Nur Ajizah,1,11.12.2,2025-08-28 05:41:03,,,kenapa ya kalau saya nulis cerita suka hilang padahal nulisnya pad online dan jaringan oke. udah 3 cerita saya babnya hilang
Yoga Kazuha,4,,2025-08-28 05:30:23,,,sering bug ... saat ingin membuka notifikasi reply pasti malah balik gek beranda
Mas Alek,5,11.11.1,2025-08-28 05:22:31,,,bagusss
Siska Aulia,1,11.13.0,2025-08-28 04:28:58,,,knp sih ini wp gw login beberapa kali error muluuu apalagi pas masuk ga terhubung muku padahal wifi gw lancar egee gimana sehhh mana susah bet ligin nyaaa heran gw
harfa shayma,1,11.12.2,2025-08-28 03:32:36,,,"makin lama iklannya ga ngotak, ganti bab iklannya bisa 2-3 kli"
Ayatul Khusna,3,,2025-08-28 03:28:10,,,op cok gk isok login anjig
Nur Isti qomah,1,,2025-08-28 02:26:52,,,wattpad knp sih pdhl aku di apudet ttp aj ga bisa masuk apk ny trs klo bs jaringan g ad pdhl ad tolong di perbaiki lg dong
Dia Alena,1,11.13.0,2025-08-28 01:51:32,,,ga bisa login hhhh
Diah putri Ayuningrum,2,11.12.2,2025-08-28 01:12:39,,,"wattpad please do your magic, kembaliin cerita cerita yg dulu😭🙏🏻 kenapa cerita sekarang aneh aneh bangett cerita gak masuk logikaa, cowok hamil, gxg, sex, cerita aneh gak masuk akal banyak banget, dan bikin ga nyaman karna cerita yg bagus² jdi jarang ada sekarang wp kayak separuh hidupku jadi tolong, tolong banget kebijakanya untuk nge delete cerita cerita kayak gitu, cukup diluaran sana norma norma hubungan gay dilanggar jangan sampe digunain sebagai bahan bacaan begini🙏🏻🙏🏻🙏🏻"
F6_23_nabila asfarina,3,11.13.0,2025-08-28 00:36:14,,,"update terbaru jadi aneh, pencet cerita malah keluar mulu???"
Zay Hamzah,1,11.13.0,2025-08-27 22:13:50,,,"mau daftar ataupun login kenapa tidak bisa terus ya, kenapa?"
Fitria Nur Anissa,1,11.13.0,2025-08-27 21:58:01,,,wp kenapa ya kok gak bisa dibuka? sy sampe install ulang juga sama tetap gak bisa dibuka..
Annisa Rahma,1,11.12.2,2025-08-27 21:42:57,,,"makin gaje apk ny, tiap scrol iklan, sering eror ke logout sendiri trs, nnti pas masuk susah"
veryna ariaska,1,11.12.1,2025-08-27 19:34:02,,,tolong di perbaikan wattpadnya kenapa saat aplikasi dibuka tidak bisa kebuka tolong diperbaiki
Siti Nurjanah,2,11.13.0,2025-08-27 17:24:00,,,"ngecrash mulu, ngga bisa baca offline."
Sonia Tampubolon,1,11.13.0,2025-08-27 17:04:25,,,"makin lama aplikasi ini makin ngeselin, kebanyakan iklan. masih baca dibab yang sama iklannya udah sepuluh kali. tolong ya iklannya jangan sebanyak itu kalau mau buat. bikin orang bisa pindah ke aplikasi sebelah jadinya kok begini"
Dwi Kurniawan,1,11.13.0,2025-08-27 16:12:25,,,"malah bagus yang versi lawas,versi sekarang jelek banget banyak iklannya lagi. makin tambah kikir tiap ganti bab muncul iklan lama gak ngenakin"
Itz Anggraini,1,,2025-08-27 16:10:18,,,developer gila.udah offline masih aja ada iklan
Anita Anggraeni,5,11.12.2,2025-08-27 16:07:50,,,dari kemaren suka tiba2 keluar. jd capek sign in teruuusss. what happened? biasanya enak kok
Rhika Rosdiana,3,11.13.0,2025-08-27 16:07:24,,,"kenapa ya setiap mau baca pake wifi gabisa tapi kalo pake data seluler baru bisa, sebelumnya ga pernah begini tapi dari tahun lalu kena begini"
Har No,1,,2025-08-27 15:37:43,,,"aplikasi setan, iklannya banyak bgt"
