userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt
alya amelia6,"I hate this, why do you need to delete all the translations of a novel??!, I prefer this old app, the current one is very very bad.",1,11.14.1,2025-09-15 16:26:31,,
Ell Pijaw,kesekian kali gagal trusss login nya,1,11.14.1,2025-09-15 16:00:27,,
Puspa Sari,aplikasi macam apa ini tiba tiba banget error aku padahal udah pakek dadi lama tapi makin ke sini makin ngaco jadi males 😒,1,11.14.1,2025-09-15 15:56:02,,
Ahmad Alfi M,ngebug anjing,1,11.14.1,2025-09-15 15:47:24,,
fera Fazira,klo bisa hilangin iklan ny ya,4,,2025-09-15 14:20:59,,
Fuyuka_mitsu,"bagus cuman entah kenapa abis updet yg ofline nya makin dikit dari 20an jadi 2 padahal di teman aku gak papa gak ada perubahan, juga kadang pas buka cerita updet kembali kehalaman depan monga cepet dibenerin deh",4,,2025-09-15 14:15:46,,
Anna Moflihah,TOLONG INI KENAPA PAS SAYA MAU MASUK MALAH EROR?!! PADAHAL PAKE WIFI DI RUMAH! AYO PERBAIKI LAGI!!,1,11.14.1,2025-09-15 13:16:13,,
Ast!!,wattpadnya sering eror pliss,1,,2025-09-15 13:15:32,,
Kalisa Amelia Putri,"Kenapa sekarang terlalu banyak iklan dan apa2 harus premium duluu, ga kayak dulu simpel dk ga ribett",4,,2025-09-15 12:40:12,,
Aditya Saputra,"banyak bug yang terjadi, saat logout dan login, terjadi gangguan tidak bisa masuk, lalu bug lainnya seperti tiba tiba apk tidak bisa menyambung ke internet, harus hapus apk dan download lagi, hal lainnya seperti saat buat cerita sendiri, terkadang banyak gangguan saat publikasi, entah banyak bug, kecewa",1,11.14.1,2025-09-15 12:25:08,,
Mey Meyrawatie,"suka ada tulisan tidak ada jaringan padahal ada wifi, tolong dibenerin dong",4,11.14.1,2025-09-15 11:58:22,,
suriani tlm,aku buat cerita di wp tapi giliran nu diterbitan ngk bisa masuk padahal jaringan bagus banget,1,,2025-09-15 11:36:28,,
Michaela Audrey JA Harianja,"aplikasinya bagus, tapi sering keluar sendri",3,,2025-09-15 11:18:20,,
Azizah Aulia Nisa,saya edit ya ulasannya apk nya bagus untuk membaca novel! tapi cuma beberapa tuh kadang novel yg muncul di beranda Wattpad nya nggak sesuai kayak dari negara lain. terus juga yg font pilihan buat baca bisa ditambah lagi. terus kenapa kalo baca novel saat online pasti ada iklannya? setiap bab lagi harus gitu? ya minimal menurutku ya 2 bab iklan gitu masa aku nulis novel terus publish nggak bisa? selalu kayak gitu aku coba sampe 100× pun sama aja PERBAIKI DONG! trs lagi ya knp pas buat cari novel,2,11.8.0,2025-09-15 10:57:33,,
Ajengagni Pujianti,"sorry to say, apknya bagus, minusnya terlalu banyak update yang gak ngerubah apa² di apknya. sering banget tiba² keluar akun sendiri, trus harus nunggu dulu biar bisa login lagi. kadang masih gak bisa masuk alasanya internet tidak terhubung padahal wifi udah nyala data juga nyala dan kuotanya juga masih banyak. minimal benerin kek, tadinya mau diganti jadi bintang 5 taunya hastagnya error",3,11.14.1,2025-09-15 08:31:45,,
Halid Hasim,bagus,5,11.14.1,2025-09-15 08:24:14,,
Siti nur Aisyah,sangat bagus,5,,2025-09-15 08:09:04,,
Rafika Fikaa,"aplikasi nya bagus. cerita"" di dalamanya juga seru"".tapi yg kurang hanya 1 yaitu iklannya terlalu bnyk",5,11.13.0,2025-09-15 07:04:14,,
Via,minus di error nya aja,4,11.14.1,2025-09-15 04:40:34,,
Astri Dewi,"berapa hari ini WP normal .. aplikasinya lancar saat buka,.. tetap mempertahankan posisi aplikasi ini .. jadi lebih baik lagi🤗😌",4,11.14.1,2025-09-15 04:00:06,,
Ika Purwanti,"Wattpad punya masalah apasih? makin ga aman, draf cerita yg disimpan bisa hilang sendiri, BALIKIN CERITA GUE WOY bikin nya susah tau malah seenaknya lue hapus",1,11.14.1,2025-09-15 03:41:16,,
APRINTAN INTAN,"Wattpad nya udah 2 hari gak bisa d buka, cuman bisa liat perpustakaan doang. Padahal suka banget baca novel d wattpad😥",3,8.98.0,2025-09-15 02:19:23,,
tuminah 1979,"masa sekarang jadinya kaya apa itu, udah ga berguna bngt masa harus premium sih, yg awalnya 25 masa jadi 2 novel yg offline. woy Wattpad yg bener aja dong. mau bangkrut lu apk ini",1,,2025-09-14 23:26:40,,
Nadia Nadia,apk nya bagus banget gilaa sumpah cocok banget buat gua yang suka halus tapi hanya satu itu bug nya tolong di kurangin dongg tapi selebihnya udah bagus gua suka,5,11.10.0,2025-09-14 21:49:35,,
Puspita Maharani,"Update, makasih banyak. Tolong jangan buat cerita sy tbtb ilang hiks hiks. lovyu",4,11.9.0,2025-09-14 20:45:17,,
nada jelita,bgus aja cck buat orng yg suka baca¹,5,11.14.1,2025-09-14 20:19:58,,
Jumiati Jumiati,makin jelek,1,11.14.1,2025-09-14 18:30:10,,
Nur Nadia Fika Aryani,"wattpad jaman skrg udh ga seru, dikit² berbayar. mw baca novel pun jg keganggu gr² iklan, dan gbs di skip iklan nya, klo mw lanjut part hrs nonton iklan, blablabla. bintang 1",1,11.14.1,2025-09-14 18:01:27,,
Khaizar Alfaridzi,Aplikasinya bagus.jdi kita bisa membuat Cerita kita sendiri dan bisa menginspirasikan diri.,5,11.14.1,2025-09-14 17:16:19,,
Eva Ayu 16,"Wattpad kenapa ya? Ga bisa di bukaaa, apalagi error atau gimana?",5,11.14.1,2025-09-14 16:46:34,,
pubg gaaqi,"WEIII INI KNP PAS UPDATE JELEK BGT YAK, MASA HABIS BUKA CERITA UPDATE AN DI NOTIFIKASI MALAH BALIK KE HALAMAN UTAMA?!!!???, MEMPERLAMBAT BGT ANCINK",1,11.14.1,2025-09-14 16:31:46,,
Audrey Carissa,"waduhh apk nya bagus sih tapi load nya lama bgtt, perbaiki yakk",4,,2025-09-14 15:04:29,,
Nanna Chan,"kok Wattpad makin Lamah makin GK asik, jaringn Bagus TPI pas masuk eh malah muncul terus SILAHKAN CARI JALAN PULANG, trus jga gak ada koneksi internet, gak waras nih aplikasi lamah2",1,11.14.1,2025-09-14 14:59:00,,
renjana ranum,WATTPAD KNP CUMA BISA NYIMPEN 2 CERITA OFFLINE?! ini bug ap gmn duh,1,11.14.1,2025-09-14 14:52:55,,
KP - Nur Latiffah,"knp di aku apk nya kalau diklik baca via notifikasi harus bbrp kali baru mau kebuka ceritanya ya,, pertama kedua ketiga pas diklik pasti muncul ke beranda dulu,, hishh sebel",3,11.14.1,2025-09-14 14:34:07,,
rizkimubarokah,"apk nya nyebelin bangettt, suka kembali kembali, suka ngebug padahal cerita novelnya bagus bagus",1,11.14.1,2025-09-14 14:29:41,,
Juni Juni,Wattpad tidak mendengarkan suara rakyat.....,1,11.14.1,2025-09-14 14:17:57,,
Hans,"sering keluar sendiri dari akun yg sudah di loginin, padahal apknya sering di pakai, mohon secepatnya di perbaiki",3,,2025-09-14 14:03:21,,
Abel Abel,"suka banget karna ceritanya juga banyak pilihan tapi loading saat buka perpustakaan nya lama banget,saat ada internet juga masih lambat, tolong di perbaiki",5,11.14.1,2025-09-14 13:53:17,,
martinho lukas,apk gak jelas. cerita langsung hilang di hapus bukannya di infoin bener2. dan kita minta revisi gak di kasih. anehhh,1,11.14.1,2025-09-14 12:40:42,,
ade lestari,"sekarang wattpad makin aneh bet dah, banyak banget iklan engga jelas. harap segera di perbaiki",1,11.14.0,2025-09-14 11:19:35,,
Fitri,bagus si tapi tolong diperbaiki lagi karna saat saya ingin login membuat akun selalu tidak masuk!!,1,11.14.1,2025-09-14 11:14:48,,
Resi Si,suka banget,5,11.10.0,2025-09-14 11:11:40,,
Yanuar Arifianto,"min saya gabisa login lagi, udh pake akun google tapi muter² terus padahal pingin banget baca wp lagi😭",4,11.14.1,2025-09-14 11:02:12,,
Febri Suryani,"What is going on with Wattpad? Why has it not been functioning well for the past three days? On my Wattpad, there is a message that says 'let's find a way home.' What does that mean? This is causing a lot of problems for many users, so please fix it immediately. I can't find any new stories like this. If this continues, it could damage the platform's reputation, right?!. Honestly, I really like Wattpad, but why is it like this? Please be more attentive to the situation! 💢😡",4,11.14.1,2025-09-14 10:28:11,,
Love Life,"kirain aku doang yg bermasalah WP nya, pas baca ulasannya ternyata buuaanyaakkk banget yg komplen. aku jg udh bbrp hari ini gk bisa baca gara2 eror mulu padahal udah di update. tolong diperbaiki lagi dong",4,11.14.1,2025-09-14 10:02:20,,
mauziahmarshellia18,"kenapa wattpad sekarang gini ya? ""perangkat anda tidak terhubung wifi"" pdhl udah nyambung wifi nya, selalu bilang gaada jaringan tp jaringan aku aman aman aja, udah dari dlu begini mlu aku dah cape, tolong lah ya segera di perbaiki",1,,2025-09-14 08:48:23,,
Khalifah Azzurri,"udah pake apk ini dri 2019, kok sekarang malah gini si? setiap mau menelusuri dan baca cerita selalu dapat notif ""tidak dapat menyambungkan wattpad"" maksudnya gimana de? TOLONG DONG DIPERBAIKI 😑😑 MAU BACA CERITA NI",2,11.4.0,2025-09-14 07:23:26,,
Indi Aryani,"Wattpad ada masalah apa ya, saya sudah menulis cerita 4 bab tapi kenapa tiba tiba log out, dan anehnya cerita yang saya buat langsung hilang juga, aku udah capek buat tulisan buat di publish tapi harus memulai ulang",1,11.14.1,2025-09-14 06:11:05,,
Mill Laaa,"ngeselin, waktu itu g pke login email, skrng mke login",1,11.14.1,2025-09-14 04:29:40,,
Oky Bonky,it's good,5,,2025-09-14 03:39:54,,
medina dina,cool,5,11.14.1,2025-09-14 03:06:53,,
Aku Sendiri,rusak ni apk,1,,2025-09-13 23:20:38,,
Amanda Shinta Aulia,bad gabisa login account,1,11.14.1,2025-09-13 18:18:53,,
Alvino Il,"tolong lah, hargai sedikit kerja keras penulis. Setiap iklan yang di tayangkan di cerita kita tuh, uang nya harus ke kita, lah ini engga, pendapatannya dari mana buat penulis pemula?",3,11.13.0,2025-09-13 18:17:56,,
Winda Julianti,tolong iklan dibawah nya dihapus..,1,11.14.1,2025-09-13 15:18:03,,
Thalita Rasya,"baca Wattpad itu seru polll kadang Sampek ketiduran baca nya, udah gratis bisa offline lagi, tapi sayang aplikasinya habisin memori",3,11.13.0,2025-09-13 15:03:54,,
Anifah Asaidah,ngak jelas banget apknya,3,11.14.1,2025-09-13 14:43:51,,
Pengguna Google,"Draft ceritaku kok hilang semua, ya? baik cerita yang udah dipublikasi, draf yang belum diup dari cerita itu juga ikut-ikutan ilang. gimana nih?",2,8.77.0,2025-09-13 14:41:42,,
Zahra Nurul Aulia,awalnya ngasih bintang 5 tapi sekarang bintang satu karena sekarang kalau mau masukin cerita ke perpustakaan offline cuma bisa 2 padahal dulu 25,1,11.14.1,2025-09-13 14:06:18,,
Tofik,"EHH TOLONG DONG SEKARANG KOK WATTPAD SUSAH LOGIN SIH, MINTA TOLONG DI BENERIN DONG, kemarin masih ok ok aja kok, tbtb keluar sendiri suruh login lagi waktu di coba kok susah bgt, TOLONG CERITAKU BANYAK YG BELOM SELESAI KU TULIS INIII PLIS DEH",1,,2025-09-13 13:16:20,,
Tarmizi Ahmad,"saya ga bisa bikin akun, padahal semuanya udah lengkap dan sesuai",2,11.14.1,2025-09-13 12:47:58,,
Azizah Ziiee,ni di hp aku doang apa gmna yaa perpus offline ku kok cuma bisa nyimpen 2 book doang????,4,11.14.1,2025-09-13 12:11:24,,
anak ambis,ada iklan judol gak mau😔 dan kenapa akun ku tudak bisa membuka beranda,4,11.14.1,2025-09-13 11:44:49,,
Dira Asiya,banyak sekali genre yg saya sukai dan juga saya sering membuat cerita sesuai imajinasi saya sendiri ini sungguh sangat menyenangkan sekali saya beruntung bisa menemukan wattpad❤,5,,2025-09-13 11:35:56,,
Devi Nur Stevani,"Bagus sih banyak cerita baru juga. Tapi ini kenapa ya pas liat tagar cerita nya ga sesuai sama informasi, masa di tulisan cerita ada beribu-ribu cerita yang serupa tapi pas klik tagar nya yg muncul cuman ratusan doank g sampe 500 malah. tolong ini gimana?",3,11.14.1,2025-09-13 11:16:52,,
Cindy Putri,"ihhh aplikasi nya bagus tpi knp skrng yg off tingga 2 saja, plisss kembalikan wp yg dulu yg baca secara off 25 lagiiii",3,11.14.1,2025-09-13 10:24:59,,
Arfany Riky,mau login aja eror terus ga jelas!,1,,2025-09-13 10:11:24,,
Tati Unirah,"banyak iklan nya, setiap mau ke scrol ke slide yang baru selalu ada iklan nya",3,,2025-09-13 07:57:13,,
Nanda Sri mardiana,"Bisa gak sih wattpad itu ngeluarin fitur filter konten, saya pecinta novel brothership/ bromance tapi kebanyakan malah keluar bl dan di beranda juga banyak konten dewasa yg gak pernah saya cari tapi muncul terus itu bener² mengganggu. Terus juga tolong adakan fitur pemisah antara novel genre cewek dan cowok karena biar enak aja gitu, aku nyari novel cowok tapi yg muncul novel cewek semua gak jarang saya kesel karna itu.",4,,2025-09-13 06:02:25,,
SINTIAMARIA GULO,apk sering error,1,11.14.1,2025-09-13 04:57:45,,
Sekar Ariana Dewi,"sumpah nyebelin banget ni aplikasi. ngapain tawarin free trial 7 hari, kalo duit gue beneran kepotong. mana 499.500k lagi. klo kek gitu penawarannya jangan free trial, langsung aja premium. itu duit banyak banget, mana respon balesan gmail cm kek gitu doang. gue mau duit balik njir",1,11.6.1,2025-09-13 04:54:05,,
Okana,"tidak bisa tersambung padahal sudah berapa kali di update, mana kebanyakan berbayar lagi",3,11.14.1,2025-09-13 04:44:40,,
Fatimah Az zahra,"ini kenapa error ya,ngga bisa pakai wifi lagi",3,,2025-09-13 04:30:10,,
Viora Yohanda,"aplikasi nya eror, tidak bisa dibuka alasannya karena jaringan tapi buka aplikasi lain masih bisa. Di web juga tidak bisa di aplikasikan juga tidak bisa, pernah uninstall terus download ulang tetap tidak bisa. mohon di perbarui, terimakasih",1,,2025-09-13 04:25:58,,
Bella Aulia,"aplikasi nya sngat bagus udah lama juga saya memakai nya, tapi kenapa sekarang di perpustakaan cerita nya harus cuma 2 ya? biasanya 25 ini jauh banget berkurang, tolong di perbaiki lagi ya seperti semula",5,,2025-09-13 04:21:19,,
Ni luh ayu nita wahyuni,seruu banget aplikasi ini,5,11.14.1,2025-09-13 02:10:17,,
Haikal Fikri,"bagus enk bisa baca bnyk, tpi suka error",4,11.13.0,2025-09-12 23:37:17,,
Diana Kemala Putri,mau download lagi gabisa masuk bikin akun baru juga gabisa jelek banget,1,11.14.1,2025-09-12 19:59:41,,
Ditta Warang,"jujur semuanya baik, cuman.. saya bikin beberapa cerita di draft, awalnya bisa di simpan, tapi saat ingin melanjutkan menulis langsung eror, ga bisa disimpan. tolong perbaiki lagi ya... over all bagus bgt, cuman masalahnya hanya pada menyimpan cerita.",4,11.14.1,2025-09-12 17:24:14,,
Adeliya Citra,"izinin saya komen nih, selama bertahun-tahun aplikasi ini menjadi aplikasi favorit saya, bisa digunakan untuk sarana mengembangkan bakat. tapi, sampe kejadian tuh dimana si wp ini nggak bisa nyambung sama jaringan, padahal kondisi jaringan aku lagi stabil, saya nggak berani kasih bintang satu, sejauh ini aplikasinya enak kok👌 tapi kejadian ini bikin saya agak kecewa, masalahnya saya lagi ikut lomba / pensi, udah mah banyak bab yang belum sempet ke publish 😭 Tolong segera perbaiki 🙏🙏🙏",3,,2025-09-12 17:17:36,,
Getir Kalbu,"jelekkkkkkkkkk, jelekkkk bgt wp skrg pdhl ud pkek sekitar 5th tpi di pembaruan kali ini jelek bgt, sblmnya cerita offline bisa smpe 25 eh skrg mlh cuma bisa 2 doang jelek bgt sumpah, at least bisa la 10 cerita lh ini msk hrs premium dlu biar bisa lbh dr 2 jelekkkkkk bgt sumpah",1,11.14.1,2025-09-12 15:50:10,,
Hati Mubarok,serulah kayak baca novel,4,11.14.1,2025-09-12 15:34:18,,
Lind'a Frey,kenapa Wattpad saya tidak bisa login mohon bantuannya,2,11.14.1,2025-09-12 15:33:19,,
Velsyaanggunpramudita Lampura,plisss Wattpad coba kek dulu lagi;(,3,11.13.0,2025-09-12 15:17:29,,
Atika Mafruroh,"Kenapa tidak bisa masuk, saya sudah ganti akun dan bikin akun baru tapi tetap saja tidak bisa . padahal wp ini bagus",4,11.14.1,2025-09-12 15:16:59,,
Ayu Fitriana,"kenapa wattpad eror ya kak? biasanya juga enggaa, ini kok katanya eror dari aplikasi nyaa??? gimana??",3,11.14.1,2025-09-12 14:17:46,,
Sabrek Wolulas,tolong ya Wattpad versi dulu dikembalikan.. lebih enak versi dulu daripada sekarang baca offline saja kdang iklan jga nongol. aku pengguna lama jadi agak kecewa juga waktu lagi bikin cerita di draft kadang cerita panjang lebar suka tiba tiba ilang. mana pas udah bikin kan udah ga inget alurnya lagi eh ilang pula cerita nya🗿. jadi untuk senior yang terhormat semoga titah sederhana saya dikabulkan 😌🤲🏻,5,11.13.0,2025-09-12 14:06:17,,
Lailatul Fitria,"ku ksih bintang 5 biar cepet di notice, ini kenapa Wattpad makin kesini makin error sih. Mau daftar atau login aja gak bisa dan yg muncul cmn tulisan ""coba lagi nanti (16)"" coba cepat di perbaiki sebenarnya apk nya bagus tapi gak tau kenapa makin kesini makin banyak bug nya",5,,2025-09-12 14:03:21,,
Nur Fatimatuz Zahro,ga bisa masuk anj,1,11.14.1,2025-09-12 13:32:47,,
Abanimran Abanimran,seharusnya yang upload novel bisa tulis harga dan bisa ditransfer sesuai Negara nya,2,,2025-09-12 13:30:46,,
Cinthiya Cnthyanblla,INI KNP ERROR MULU DAH TIAP MAU MASUK,1,,2025-09-12 13:26:30,,
Pengguna Google,"Please bring private story fiture back! So many silent readers here, as a writer we need appreciations!",2,8.0.0,2025-09-12 12:41:56,,
Amel Oktavia,"perbaiki bugnya,lagi enak enak baca tiba tiba loading padahal jaringannya aman,baru masuk tiba tiba ""tidak ada koneksi"" padahal jelas jelas Wifi-nya normal",1,11.14.1,2025-09-12 12:27:48,,
Nisa Lutfiyah,"apk nya bagus banget [>.<] , rate /100000\",5,11.14.1,2025-09-12 10:54:19,,
Maryam Maryam,"aku tidak bisa masuk, apa error. saya SDH menunggu beberapa hari tapi tetap sama..jika kayak gini ak tdk bisa menulis",4,10.60.1,2025-09-12 09:55:22,,
Ponbit Kaka,"wah wattpad, jaringan lancar kuota aman tapi selalu muncul cek internet. update bukannya benerin bug malah bikin tambah rusak. aplikasi lain mulus, cuma wattpad yang ngaco. kalau masalah sepele gini aja ga bisa diberesin, jangan heran kalo user lama pada cabut. introspeksi dulu deh, jangan sok besar kalo kualitas aplikasinya begini.kalo urusan sepele aja ga bisa diberesin, mending tutup sekalian. jangan ngaku platform global kalo kualitasnya kayak sampah. malu²in.",1,,2025-09-12 07:49:15,,
Alya,"lagi eror kah? mau download tapi gagal mulu, kenapa ya?",1,,2025-09-12 06:52:00,,
Rita Monica,bagussss bangttt sumpahhh bisa bikin cerita sendiri lagi,5,,2025-09-12 05:59:16,,
Tia Julita,"wattpad kok jadi gini amat? padahal batas baca 25 secara offline udah okey lah, tapi kok sekarang jadi 2 aja yang bisa?, lama-lama aku uninstall banget ini aplikasi, makin jelek aja mana dikasi buat baca offline nya cuma 2 doang, dulu 25 sekarang malah 2",2,11.14.1,2025-09-12 05:48:44,,
yangtauajalahhh,terlalu banyak iklan yang mengganggu ketika lagi asyik membaca eh tiba² iklan dan keluar sendiri,1,,2025-09-12 05:42:55,,
Dina Oct2,bagus,5,,2025-09-12 05:39:58,,
Jaka Satria,wattpad knpa si?? setiap mau scrol kudu ada iklan nya walapun data mati harus ada jeda buat ngilangin iklan ganggu bnget sumpah,1,11.14.1,2025-09-12 04:51:41,,
Mardiana abdul Laup,very useful buatt temenn gabutt,5,11.13.0,2025-09-12 04:25:40,,
sasa,"kenapa banyak ngebug nya, kouta padahal jelas jelas masi ada, tp kenapa selalu tdk bisa membaca dikarenakan offline, pdhl aku lgi pake kouta n kouta jga masi banyak, pake wifi juga ga bisa. trs aku kan hps Wattpad krna masalah memo trs aku download lagi kok susah buaangggeet buat daftar lg, udh coba berkali kali, pake gugel n Facebook jg ttp gabisa gimana nih Wattpad??",2,11.14.1,2025-09-12 02:48:26,,
Andi Setiawan,bgus,5,11.4.0,2025-09-12 02:35:05,,
Feli Syia,"apk paling seru sih ini apalagi bisa pake mode offline. cuma ya, kenapa harus tiba-tiba berandanya ada tulisan "" mari temukan jalan pulang "" terus juga ada "" ulangi "" pas pencet itu error terus punyaku nggak bisa, itu harus di update dulu, sebenernya nggak papa sih, masalahnya gabisa votmen👊🏻👊🏻👊🏻 terus kalo keseringan bikin geregt banget gitu loh, jadi tolong ya secepatnya diperbaiki",5,11.14.1,2025-09-12 02:00:33,,
VASR,kenapa setelah update tidak ada notifikasi!!!! update bukannya malah bagus malah jadi jelek!!!!!!! SEKARANG MAKIN BANYAK BUG NYA JELEK BGT SIH,1,11.14.1,2025-09-12 00:19:37,,
Mitsune Saito,bagus🤍🖤🤎💜💙💚💛🧡🧡🟣🔵🟢🟡🟠🔴🩶🩵🩷🟤⚫⚪🟥🟧🟨🟩🟦🟪🟫⬛⬜❤️‍🔥❤️‍🩹💔❣️💕💞💓💗💖💘💝💝💟💟♥♥💌💌👍🏻👍🏻👍🏻👍🏻👍🏻,5,,2025-09-12 00:19:17,,
Aqila Diva,"Wattpad kenapa yaa selalu hapus hapusin cerita bagus emang dipikir nulis gampang pa main hapus hapus ajaa, sedangkan yang 21 plus banyak banget tapi ga di hapusin kenapa ya Wattpad",1,11.14.0,2025-09-11 16:16:43,,
Xtreme Cell,"bruh, three updates in one update!?!, take care of this, damn it!",2,11.14.1,2025-09-11 16:05:40,,
key megha,kebanyakan iklan ga mutu.. makin ga jelas,2,11.14.1,2025-09-11 15:59:52,,
Siti Maemunah,"wattpad lagi kenapa si?? ga bisa login mulu, padahal mau update",1,,2025-09-11 15:26:00,,
Natasya,bagus👍,5,11.13.0,2025-09-11 15:07:19,,
raysah muslimah,kata saya ini bagus banget cocok bagi saya yg lagi pengen baca² mulu dan banyak sekali penulis² yg bagus,5,,2025-09-11 15:02:43,,
Wani Rahma Wani,"terlalu Banyak iklan, setiap ganti bab muncul iklan",2,,2025-09-11 13:27:24,,
Desy Mawati,"sudah punya akun dari 2016, dulu bagus banget apk nya, aman2 gak ada masalah. makin kesini gatau kenapa banyak novel tersimpan yang hilang, sayang banget padahal apk dulu bagus.",3,,2025-09-11 13:15:43,,
MARIATUL MARIATUL,sangat sukaaa bangetttt,5,11.10.0,2025-09-11 12:01:16,,
N.Rahminona Tumanggor,kebanyakan iklan apk 💩,1,11.11.1,2025-09-11 11:43:18,,
Karmina K,👍,5,,2025-09-11 11:35:37,,
nazilah Tu Rahma,"wattpad nya anehh, jaringan bagus tapi malah ada tulisan 'tidak dapet terhubung', tolong di perbaikin yaaa. timaksiiiii",3,,2025-09-11 11:33:58,,
boba tea,"Mau login selalu gabisa, mau daftar akun baru juga sama erornya. Padahal dulu aplikasinya bagus-bagus aja, makin ke sini makin ngaco!",1,,2025-09-11 11:26:38,,
Jamilah,kenapa cerita saya tidak ada di halaman beranda padahal sudah dipublikasikan,1,8.0.0,2025-09-11 10:33:04,,
Jnongtea Jnong,"apk nya bagus aku udah pake dari jaman covid, tapi ya ni apk mines nya di perpustakaan nya aja, aku udah baca lebih dari 1rb cerita tapj kenapa ko semua cerita nya ilang gitu aja tapi di beranda nya mah tu cerita masih ada cuman sisa 5 biji doang, ini tolong lah pihak wp benerin, sumpah aku kesel banget, cerita yg belum aku tamatin ngilang gitu aja, mending yg ilang nya cuman 1 mah ini mah semua nya ilang, aku udh ngalamin kaya gini di 2 akun ku yg lain dan sekarang malah akun ku yg ini jg kena.",3,11.14.1,2025-09-11 10:06:25,,
Safina 1234,suka bgt,5,,2025-09-11 08:59:26,,
Mega Afinza Naura,⭐ 1 untuk apk ini karna gabisa login,1,,2025-09-11 08:43:10,,
Aswira Aswira,"saya beri bintang 5 untuk ad yg liat, ni wp kek mana sih cerita enigma gw knp di hapus sih sakit hati banget gw, balikin lagi cerita enigma gw, gw g ikhlas banget gw🥲🥲🥲",5,,2025-09-11 07:28:42,,
Sapira Oktapiani,tiba tiba keluar akun sendiri pas masukin malah ga bisa,1,11.14.1,2025-09-11 07:08:36,,
nisa ana,"ini kenapa ya makin kesini makin gak jelas, aku gak bisa buka aplikasinya.kalau di update makin gak bener mending gak usah di update lagi deh, lebih bener yg dulu",1,11.14.1,2025-09-11 05:27:44,,
SINDI NOVITASARI,"tidak bisa daftar akunn, katanya ""tidak dapat masuk saat ini"" mulu kalo masalahnya dijaringan pdhl jaringan wifi saya bagus dipake ke aplikasi lainnya juga lancar lancar aja, bug yang harus diperbaiki!!",1,11.14.1,2025-09-11 05:00:50,,
aiko albarii,iklan ny bnr2 bkin emosi,1,,2025-09-11 04:46:22,,
Intan Meiriska,cerita BGS di APUS tba2 giliran yg ngga bgs trus ngga jls ngga di apus,1,11.4.0,2025-09-11 04:14:19,,
Erna Ernawat,"cerita yang bagus dihapus, giliran cerita yg layak dihapus malah dibiarin aja🗿",1,11.8.0,2025-09-11 01:59:30,,
24E_137_Nina Halida,"udah lama pake wattpad, tapi sekarang kecewa banget karena cerita favoritku yg padahal udah jutaan pembaca dan udah mendekati ending tiba-tiba di hapus gitu aja, ya emang sih ceritanya agak ada sadis-sadisnya gitu karena thriller, tapi kenapa harus dihapus tiba-tiba banget, kalo sampe beneran gabisa balik, kecewa banget sih padahal banyak juga cerita yg sadis-sadis lain aman-aman aja tuh, pokoknya bakal kecewa banget sama wattpad kalo beneran gabisa balik itu cerita",1,11.14.1,2025-09-11 00:09:04,,
Roza Aries,"sekarang wattpad banyak yg premium,,,,gak bisa download cerita padahal biasanya bisa,,,,sekarang kenapa ya🥺",4,11.14.1,2025-09-11 00:06:39,,
Aprilianti Mauzi,"kenapa sekarang setiap habis bab langsung iklan,jujur sekarang baca wp gk nyaman bgt karena bantak iklan, belum lagi sekarang mh bacaan offline cmn 2 doang, hadeuuhhh.... baru x ini gw ngeluhin wp,TOLONG PERBAIKII",1,11.14.1,2025-09-10 23:39:59,,
ciel na,"pliss, bugnya sangat mengganggu. sering eror, padahal sudah di update. iklanya juga mekin kesi makin gk ngotak tolong dong, perbaikin lagi aplikasinya",4,11.12.2,2025-09-10 23:09:46,,
Rosmiati,"iklannya gak ngotak, masa' tiap chapter iklan Mulu🙄",1,,2025-09-10 22:58:36,,
Barboy Anime,"keunggulan adalah tombol volume, tapi tiba-tiba kini tidak bisa maksimal karena space iklan di bawah semakin naik menjadikan hilangnya 2 baris jika menggunakan tombol VOLUME, mungkin akan pindah saya menggunakan hampir 8 thn namun kini harus berpisa sepertinya, jika tidak diturunkan space iklannya",1,,2025-09-10 22:24:33,,
Rodalinda Linda,"sebenarnya apk ini bagus banget, asal bug nya di perbaiki, contohnya pas saya keluar dari akun pas mau login lagi malah ga bisa pake google, terus kadang pas mau baca cerita yang di perpus malah hilang lamannya, padahal sebelumnya ada",3,11.14.1,2025-09-10 21:48:19,,
Malla Kurma,bagus,5,11.8.0,2025-09-10 19:36:40,,
Why,"Lucu sekali. Katanya perpustakaan digital, tapi tiap kali dibuka, aku dilempar ke pasar malam. Rupanya kisah cinta remaja, harus ditebus dengan puluhan detik iklan berkesinambungan. Seperti hujan yang lupa caranya reda.",1,11.13.0,2025-09-10 18:23:25,,
GMPY TUTORIAL,"apk ini banget banget loh, aku sampe buka tiap hari, rekomen sih apk ini, apalagi ada karya author kesukaan ku yaitu novel Isekai mokuten",5,11.14.1,2025-09-10 15:05:22,,
Hera Saputri,"lebih suka versi yg lama th 2017an,timbang yg sekarang kebanyakan eror entah kenapa",1,11.14.1,2025-09-10 14:33:50,,
